,rating,playback_used,ebird_code,channels,date,duration,filename,species,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,bitrate_of_mp3,file_type,background,xc_id,url,country,author,primary_label,longitude,time,recordist,license,fpath
19964,4.0,no,sonspa,1 (mono),2020-07-14,63,XC576142.mp3,Song Sparrow,XC576142 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Perazzo Meadows, Sierra County, California",39.4892,48000 (Hz),"adult, song",2000 m,128000 (bps),mp3,,576142,https://www.xeno-canto.org/576142,United States,Ed Pandolfino,Melospiza melodia_Song Sparrow,-120.3618,07:23,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC576142.mp3
19965,4.0,no,sonspa,1 (mono),2020-07-14,27,XC576141.mp3,Song Sparrow,XC576141 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Perazzo Meadows, Sierra County, California",39.4892,48000 (Hz),"adult, song",2000 m,128000 (bps),mp3,,576141,https://www.xeno-canto.org/576141,United States,Ed Pandolfino,Melospiza melodia_Song Sparrow,-120.3618,06:50,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC576141.mp3
19969,4.0,no,sonspa,1 (mono),2020-07-07,18,XC574499.mp3,Song Sparrow,XC574499 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Openlands Lakeshore Preserve, Lake County, Illinois",42.2146,44100 (Hz),"adult, alarm call, call, female, male",200 m,182757 (bps),mp3,,574499,https://www.xeno-canto.org/574499,United States,Adam Sell,Melospiza melodia_Song Sparrow,-87.8053,08:05,Adam Sell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC574499.mp3
19970,4.0,no,sonspa,1 (mono),2020-07-07,22,XC574498.mp3,Song Sparrow,XC574498 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Openlands Lakeshore Preserve, Lake County, Illinois",42.2146,44100 (Hz),"adult, alarm call, call, female, male",200 m,158744 (bps),mp3,,574498,https://www.xeno-canto.org/574498,United States,Adam Sell,Melospiza melodia_Song Sparrow,-87.8053,08:05,Adam Sell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC574498.mp3
19971,4.0,no,sonspa,1 (mono),2020-07-02,62,XC573145.mp3,Song Sparrow,XC573145 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Topolobampo, Ahome, Sinaloa",25.6036,48000 (Hz),song,40 m,320000 (bps),mp3,,573145,https://www.xeno-canto.org/573145,Mexico,Isain Contreras Rodríguez,Melospiza melodia_Song Sparrow,-109.0521,07:00,Isain Contreras Rodríguez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC573145.mp3
19973,4.0,no,sonspa,1 (mono),2020-06-20,108,XC570565.mp3,Song Sparrow,XC570565 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Privanzas Los Mochis Ahome, Sinaloa",25.7324,44100 (Hz),"adult, sex uncertain, song",10 m,76543 (bps),mp3,,570565,https://www.xeno-canto.org/570565,Mexico,Manuel Grosselet,Melospiza melodia_Song Sparrow,-109.0271,07:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC570565.mp3
19974,4.0,no,sonspa,2 (stereo),2020-06-19,4,XC569960.mp3,Song Sparrow,XC569960 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Richardson Nature Center, Hennepin, Minnesota",44.8432,44100 (Hz),song,260 m,178880 (bps),mp3,,569960,https://www.xeno-canto.org/569960,United States,Michael Hurben,Melospiza melodia_Song Sparrow,-93.3698,08:00,Michael Hurben,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC569960.mp3
19976,4.0,no,sonspa,1 (mono),2020-05-17,56,XC560024.mp3,Song Sparrow,XC560024 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"La Jolla Cove, San Diego County, California",32.8501,48000 (Hz),"begging call, juvenile",10 m,128000 (bps),mp3,,560024,https://www.xeno-canto.org/560024,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-117.2724,07:36,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC560024.mp3
19977,4.0,no,sonspa,2 (stereo),2020-05-18,52,XC559521.mp3,Song Sparrow,XC559521 Song Sparrow (Melospiza melodia fallax),[],no,Melospiza melodia,"Cibola National Wildlife Refuge (near  Cibola), La Paz County, Arizona",33.3543,48000 (Hz),"adult, song",70 m,192000 (bps),mp3,,559521,https://www.xeno-canto.org/559521,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.6935,06:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC559521.mp3
19980,4.0,no,sonspa,2 (stereo),2020-05-09,149,XC556904.mp3,Song Sparrow,XC556904 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"s. end of Race Track Rd, Sacramento County, California",38.2048,48000 (Hz),"male, song",0 m,256000 (bps),mp3,,556904,https://www.xeno-canto.org/556904,United States,Ed Pandolfino,Melospiza melodia_Song Sparrow,-121.5282,07:57,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC556904.mp3
19981,4.0,no,sonspa,1 (mono),2019-04-23,22,XC556403.mp3,Song Sparrow,XC556403 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,Pisgah NF - Max Patch Mountain,35.797340000000005,48000 (Hz),canto,1400 m,192000 (bps),mp3,,556403,https://www.xeno-canto.org/556403,United States,Caio Brito,Melospiza melodia_Song Sparrow,-82.95634,12:30,Caio Brito,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC556403.mp3
19982,4.0,no,sonspa,2 (stereo),2020-05-09,22,XC555837.mp3,Song Sparrow,XC555837 Song Sparrow (Melospiza melodia fallax),[],yes,Melospiza melodia,"Cibola National Wildlife Refuge (near  Cibola), La Paz County, Arizona",33.3543,48000 (Hz),"adult, song",70 m,192000 (bps),mp3,,555837,https://www.xeno-canto.org/555837,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.6935,08:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555837.mp3
19983,4.0,no,sonspa,2 (stereo),2020-05-09,28,XC555836.mp3,Song Sparrow,XC555836 Song Sparrow (Melospiza melodia fallax),[],yes,Melospiza melodia,"Cibola National Wildlife Refuge (near  Cibola), La Paz County, Arizona",33.3543,48000 (Hz),"adult, song",70 m,192000 (bps),mp3,,555836,https://www.xeno-canto.org/555836,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.6935,08:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555836.mp3
19984,4.0,no,sonspa,2 (stereo),2020-05-09,21,XC555834.mp3,Song Sparrow,XC555834 Song Sparrow (Melospiza melodia fallax),[],yes,Melospiza melodia,"Cibola National Wildlife Refuge (near  Cibola), La Paz County, Arizona",33.3543,48000 (Hz),"adult, song",70 m,192000 (bps),mp3,,555834,https://www.xeno-canto.org/555834,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.6935,08:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555834.mp3
19985,4.0,no,sonspa,2 (stereo),2020-05-09,48,XC555832.mp3,Song Sparrow,XC555832 Song Sparrow (Melospiza melodia fallax),[],yes,Melospiza melodia,"Cibola National Wildlife Refuge (near  Cibola), La Paz County, Arizona",33.3543,48000 (Hz),"adult, song",70 m,192000 (bps),mp3,,555832,https://www.xeno-canto.org/555832,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.6935,06:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555832.mp3
19986,4.0,no,sonspa,2 (stereo),2020-04-28,7,XC555063.mp3,Song Sparrow,XC555063 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Chris Gordon Holland Memorial Bench (near  Cambria), San Luis Obispo County, California",35.5796,48000 (Hz),"adult, male, song",0 m,320000 (bps),mp3,,555063,https://www.xeno-canto.org/555063,United States,Thomas G. Graves,Melospiza melodia_Song Sparrow,-121.1177,17:55,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555063.mp3
19987,4.0,no,sonspa,2 (stereo),2020-04-28,43,XC555062.mp3,Song Sparrow,XC555062 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Chris Gordon Holland Memorial Bench (near  Cambria), San Luis Obispo County, California",35.5796,48000 (Hz),"adult, male, song",0 m,320000 (bps),mp3,,555062,https://www.xeno-canto.org/555062,United States,Thomas G. Graves,Melospiza melodia_Song Sparrow,-121.1177,17:55,Thomas G. Graves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555062.mp3
19988,4.0,no,sonspa,2 (stereo),2020-05-07,72,XC555054.mp3,Song Sparrow,XC555054 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Cibola, La Paz County, Arizona",33.3779,48000 (Hz),"adult, male, song",70 m,192000 (bps),mp3,,555054,https://www.xeno-canto.org/555054,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.7037,06:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC555054.mp3
19991,4.0,no,sonspa,2 (stereo),2016-07-11,27,XC548591.mp3,Song Sparrow,XC548591 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Davidson (near  Mooresville), Iredell County, North Carolina",35.5917,44100 (Hz),song,260 m,160000 (bps),mp3,,548591,https://www.xeno-canto.org/548591,United States,Denise Wight,Melospiza melodia_Song Sparrow,-80.8586,06:00,Denise Wight,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC548591.mp3
19992,4.0,no,sonspa,2 (stereo),2020-04-17,8,XC548220.mp3,Song Sparrow,XC548220 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Cibola National Wildlife Refuge (near  Cibola), La Paz County, Arizona",33.3543,48000 (Hz),"adult, song",70 m,192000 (bps),mp3,,548220,https://www.xeno-canto.org/548220,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.6935,06:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC548220.mp3
19995,4.0,no,sonspa,2 (stereo),2020-04-17,4,XC546735.mp3,Song Sparrow,XC546735 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Hyland Lake Park Reserve - Recreation Area (near  Bloomington), Hennepin County, Minnesota",44.8331,44100 (Hz),song,260 m,191689 (bps),mp3,,546735,https://www.xeno-canto.org/546735,United States,Michael Hurben,Melospiza melodia_Song Sparrow,-93.3735,09:30,Michael Hurben,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC546735.mp3
19997,4.0,no,sonspa,2 (stereo),2020-04-10,40,XC544320.mp3,Song Sparrow,XC544320 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Parker, La Paz County, Arizona",34.2871,48000 (Hz),"aberrant, song",150 m,192000 (bps),mp3,,544320,https://www.xeno-canto.org/544320,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.0744,13:30,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC544320.mp3
19998,4.0,no,sonspa,2 (stereo),2020-04-10,7,XC544318.mp3,Song Sparrow,XC544318 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Parker, La Paz County, Arizona",34.2871,48000 (Hz),"aberrant, song",150 m,192000 (bps),mp3,,544318,https://www.xeno-canto.org/544318,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-114.0744,09:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC544318.mp3
19999,4.0,no,sonspa,2 (stereo),2019-10-05,37,XC543840.mp3,Song Sparrow,XC543840 Song Sparrow (Melospiza melodia),[],,Melospiza melodia,"Harford Glen Environmental Education Center, Harford County, Maryland",39.4873,44100 (Hz),"call, song",40 m,256000 (bps),mp3,,543840,https://www.xeno-canto.org/543840,United States,Brian Henderson,Melospiza melodia_Song Sparrow,-76.3427,15:21,Brian Henderson,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC543840.mp3
20004,4.0,no,sonspa,2 (stereo),2019-06-16,54,XC526174.mp3,Song Sparrow,XC526174 Song Sparrow (Melospiza melodia atlantica),[],no,Melospiza melodia,"Manahawkin Wild Management Area, New Jersey	",,44100 (Hz),"male, song",? m,164184 (bps),mp3,,526174,https://www.xeno-canto.org/526174,United States,Daniel Parker,Melospiza melodia_Song Sparrow,,15:40,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC526174.mp3
20005,4.0,no,sonspa,1 (mono),2019-07-20,22,XC524559.mp3,Song Sparrow,XC524559 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Grandes-Piles, Mékinac, Québec",46.6536,44100 (Hz),song,130 m,91116 (bps),mp3,,524559,https://www.xeno-canto.org/524559,Canada,Long Benjamin,Melospiza melodia_Song Sparrow,-72.6991,06:50,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC524559.mp3
20006,4.0,no,sonspa,1 (mono),2019-07-20,8,XC524557.mp3,Song Sparrow,XC524557 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Grandes-Piles, Mékinac, Québec",46.6536,44100 (Hz),song,130 m,97025 (bps),mp3,,524557,https://www.xeno-canto.org/524557,Canada,Long Benjamin,Melospiza melodia_Song Sparrow,-72.6991,06:50,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC524557.mp3
20007,4.0,no,sonspa,1 (mono),2019-07-20,5,XC524543.mp3,Song Sparrow,XC524543 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Grandes-Piles, Mékinac, Québec",46.6534,44100 (Hz),song,120 m,88922 (bps),mp3,,524543,https://www.xeno-canto.org/524543,Canada,Long Benjamin,Melospiza melodia_Song Sparrow,-72.699,06:45,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC524543.mp3
20008,4.0,no,sonspa,1 (mono),2019-07-20,6,XC524542.mp3,Song Sparrow,XC524542 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Grandes-Piles, Mékinac, Québec",46.6534,44100 (Hz),song,120 m,91764 (bps),mp3,,524542,https://www.xeno-canto.org/524542,Canada,Long Benjamin,Melospiza melodia_Song Sparrow,-72.699,06:45,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC524542.mp3
20009,4.0,no,sonspa,1 (mono),2019-07-14,3,XC524539.mp3,Song Sparrow,XC524539 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Boucherville, Lajemmerais, Québec",45.6306,44100 (Hz),song,10 m,89928 (bps),mp3,,524539,https://www.xeno-canto.org/524539,Canada,Long Benjamin,Melospiza melodia_Song Sparrow,-73.4595,14:10,Long Benjamin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC524539.mp3
20010,4.0,no,sonspa,2 (stereo),2019-06-09,254,XC511528.mp3,Song Sparrow,XC511528 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Klamath, Del Norte County, California",41.5156,48000 (Hz),"adult, male, song",40 m,283312 (bps),mp3,,511528,https://www.xeno-canto.org/511528,United States,Rick Sharloch,Melospiza melodia_Song Sparrow,-124.0361,07:00,Rick Sharloch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC511528.mp3
20013,4.0,no,sonspa,2 (stereo),2019-11-14,70,XC509731.mp3,Song Sparrow,XC509731 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Jerico Beach, British Columbia",49.2713,48000 (Hz),call,0 m,320000 (bps),mp3,,509731,https://www.xeno-canto.org/509731,Canada,Sunny Tseng,Melospiza melodia_Song Sparrow,-123.1949,11:30,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC509731.mp3
20014,4.0,no,sonspa,2 (stereo),2019-10-23,18,XC508468.mp3,Song Sparrow,XC508468 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Central Park, New York city,USA",40.774,44100 (Hz),call,20 m,130886 (bps),mp3,,508468,https://www.xeno-canto.org/508468,United States,nick talbot,Melospiza melodia_Song Sparrow,-73.971,10:00,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC508468.mp3
20016,4.0,no,sonspa,1 (mono),2015-06-24,16,XC500668.mp3,Song Sparrow,XC500668 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"4.7km NW of Vandalia, Valley County, Montana",48.3958,48000 (Hz),song,650 m,256000 (bps),mp3,,500668,https://www.xeno-canto.org/500668,United States,Jacob Saucier,Melospiza melodia_Song Sparrow,-106.938,?,Jacob Saucier,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC500668.mp3
20017,4.0,no,sonspa,2 (stereo),2019-09-14,43,XC497164.mp3,Song Sparrow,XC497164 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Hawk Rise Sanctuary (near  Linden), Union County, New Jersey",40.6052,48000 (Hz),call,0 m,320000 (bps),mp3,,497164,https://www.xeno-canto.org/497164,United States,William Whitehead,Melospiza melodia_Song Sparrow,-74.2495,07:30,William Whitehead,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC497164.mp3
20018,4.0,no,sonspa,1 (mono),2019-08-17,14,XC493108.mp3,Song Sparrow,XC493108 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Otay Lakes, San Diego Co., California",32.6287,48000 (Hz),call,140 m,128000 (bps),mp3,,493108,https://www.xeno-canto.org/493108,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-116.923,08:06,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC493108.mp3
20019,4.0,no,sonspa,1 (mono),2019-08-06,82,XC490927.mp3,Song Sparrow,XC490927 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Tijuana River Valley Regional Park Community Garden, San Diego County, California",32.5558,48000 (Hz),"juvenile, song",10 m,128000 (bps),mp3,,490927,https://www.xeno-canto.org/490927,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-117.0848,07:51,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC490927.mp3
20020,4.0,no,sonspa,2 (stereo),2019-07-07,40,XC488445.mp3,Song Sparrow,XC488445 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Topolobampo, Ahome, Sinaloa",25.6268,48000 (Hz),song,0 m,143829 (bps),mp3,,488445,https://www.xeno-canto.org/488445,Mexico,Manuel Grosselet,Melospiza melodia_Song Sparrow,-109.0428,09:30,Manuel Grosselet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC488445.mp3
20022,4.0,no,sonspa,1 (mono),2019-07-13,3,XC487047.mp3,Song Sparrow,XC487047 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Lansing (near  Ithaca), Tompkins County, New York",42.4809,44100 (Hz),song,340 m,255999 (bps),mp3,,487047,https://www.xeno-canto.org/487047,United States,Brian Hendrix,Melospiza melodia_Song Sparrow,-76.4509,15:00,Brian Hendrix,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC487047.mp3
20023,4.0,no,sonspa,1 (mono),2019-07-09,5,XC486576.mp3,Song Sparrow,XC486576 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Bird and Butterfly Garden, Tijuana River Valley Regional Park, San Diego Co, California",32.554,48000 (Hz),call,10 m,128000 (bps),mp3,,486576,https://www.xeno-canto.org/486576,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-117.0852,08:19,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC486576.mp3
20024,4.0,no,sonspa,1 (mono),2019-07-09,14,XC486572.mp3,Song Sparrow,XC486572 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Bird and Butterfly Garden, Tijuana River Valley Regional Park, San Diego Co, California",32.554,48000 (Hz),"call, song",10 m,128000 (bps),mp3,,486572,https://www.xeno-canto.org/486572,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-117.0852,08:18,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC486572.mp3
20026,4.0,no,sonspa,1 (mono),2019-06-16,50,XC483621.mp3,Song Sparrow,XC483621 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Cape Cod (near  Barnstable), Barnstable County, Massachusetts",41.64,44100 (Hz),call,0 m,128000 (bps),mp3,,483621,https://www.xeno-canto.org/483621,United States,Barry Edmonston,Melospiza melodia_Song Sparrow,-70.3327,13:00,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC483621.mp3
20027,4.0,no,sonspa,1 (mono),2019-06-19,187,XC482521.mp3,Song Sparrow,XC482521 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Rice Canyon, Chula Vista, San Diego County, California",32.6442,48000 (Hz),song,90 m,128000 (bps),mp3,,482521,https://www.xeno-canto.org/482521,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-117.0199,09:24,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC482521.mp3
20028,4.0,no,sonspa,1 (mono),2019-05-07,23,XC473423.mp3,Song Sparrow,XC473423 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Olympia, Thurston County, Washington",47.0562,48000 (Hz),call,60 m,89964 (bps),mp3,,473423,https://www.xeno-canto.org/473423,United States,bowtyler,Melospiza melodia_Song Sparrow,-122.9226,08:01,bowtyler,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC473423.mp3
20030,4.0,no,sonspa,1 (mono),2019-04-01,50,XC464859.mp3,Song Sparrow,XC464859 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Olympia, Thurston County, Washington",47.0562,48000 (Hz),song,60 m,98574 (bps),mp3,,464859,https://www.xeno-canto.org/464859,United States,bowtyler,Melospiza melodia_Song Sparrow,-122.9226,16:30,bowtyler,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC464859.mp3
20031,4.0,no,sonspa,1 (mono),2019-04-01,123,XC464836.mp3,Song Sparrow,XC464836 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Olympia, Thurston County, Washington",47.0562,48000 (Hz),song,60 m,59162 (bps),mp3,,464836,https://www.xeno-canto.org/464836,United States,bowtyler,Melospiza melodia_Song Sparrow,-122.9226,16:23,bowtyler,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC464836.mp3
20035,4.0,no,sonspa,1 (mono),2018-12-16,4,XC453052.mp3,Song Sparrow,XC453052 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Orlando Wetlands, Christmas, Orange County, Florida",28.5785,48000 (Hz),call,0 m,128000 (bps),mp3,,453052,https://www.xeno-canto.org/453052,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-80.9961,07:44,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC453052.mp3
20036,4.0,no,sonspa,1 (mono),2017-12-27,13,XC452162.mp3,Song Sparrow,XC452162 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Peña Blanca Lake, Arizona",31.4,48000 (Hz),call,1200 m,128000 (bps),mp3,,452162,https://www.xeno-canto.org/452162,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-111.088,07:46,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC452162.mp3
20040,4.0,no,sonspa,1 (mono),2018-10-23,43,XC448960.mp3,Song Sparrow,XC448960 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Fort Rosecrans National Cemetery, San Diego, California",32.686,48000 (Hz),song,100 m,128000 (bps),mp3,,448960,https://www.xeno-canto.org/448960,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-117.243,07:34,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC448960.mp3
20041,4.0,no,sonspa,1 (mono),2018-10-31,27,XC448755.mp3,Song Sparrow,XC448755 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Otay Lakes, San Diego Co., California",32.6287,48000 (Hz),call,140 m,128000 (bps),mp3,,448755,https://www.xeno-canto.org/448755,United States,Paul Marvin,Melospiza melodia_Song Sparrow,-116.923,16:02,Paul Marvin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC448755.mp3
20043,4.0,no,sonspa,2 (stereo),2018-11-25,11,XC446663.mp3,Song Sparrow,XC446663 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Huntley Meadows Park, Fairfax County, Virginia",38.7575,48000 (Hz),call,10 m,192000 (bps),mp3,,446663,https://www.xeno-canto.org/446663,United States,Bobby Wilcox,Melospiza melodia_Song Sparrow,-77.0985,10:00,Bobby Wilcox,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC446663.mp3
20044,4.0,no,sonspa,2 (stereo),2018-05-19,3,XC435620.mp3,Song Sparrow,XC435620 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,Creston Valley Wildlife Centre,49.1196,44100 (Hz),"male, song",550 m,127998 (bps),mp3,,435620,https://www.xeno-canto.org/435620,Canada,Asher Warkentin,Melospiza melodia_Song Sparrow,-116.6328,11:45,Asher Warkentin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC435620.mp3
20046,4.0,no,sonspa,1 (mono),2018-09-10,45,XC433807.mp3,Song Sparrow,XC433807 Song Sparrow (Melospiza melodia),[],yes,Melospiza melodia,"Seattle, King County, Washington",47.6775,44100 (Hz),call,50 m,128000 (bps),mp3,,433807,https://www.xeno-canto.org/433807,United States,Michael Eaton,Melospiza melodia_Song Sparrow,-122.3456,09:00,Michael Eaton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC433807.mp3
20048,4.0,no,sonspa,1 (mono),2018-07-11,60,XC428329.mp3,Song Sparrow,XC428329 Song Sparrow (Melospiza melodia),[],no,Melospiza melodia,"Berczy Park South, Markham, Ontario",43.8916,48000 (Hz),song,200 m,57157 (bps),mp3,,428329,https://www.xeno-canto.org/428329,Canada,Joseph Tang,Melospiza melodia_Song Sparrow,-79.3054,07:00,Joseph Tang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,dozenspecies/sonspa/XC428329.mp3
